estacao=TRMM.4762 (9005761)
municipio=Espigão D`Oeste (1100098)
latitude=-11,0
longitude=-61,0
altitude=204,0m 

* variaveis calculadas pelo sistema 

data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
25/11/2017;11,0;sim;19,5;sim;28,0;sim;22,6;não;;;;não;;não;;;;;;;;;;;
24/11/2017;12,0;sim;20,0;sim;28,0;sim;3,5;não;;;;não;;não;;;;;;;;;;;
23/11/2017;11,0;sim;21,0;sim;31,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
22/11/2017;11,0;sim;21,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
21/11/2017;11,0;sim;20,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
20/11/2017;10,0;sim;19,5;sim;29,0;sim;17,6;não;;;;não;;não;;;;;;;;;;;
19/11/2017;11,0;sim;21,5;sim;32,0;sim;0,4;não;;;;não;;não;;;;;;;;;;;
18/11/2017;24,0;sim;29,0;sim;34,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
17/11/2017;24,0;sim;27,5;sim;31,0;sim;2,7;não;;;;não;;não;;;;;;;;;;;
16/11/2017;11,0;sim;21,0;sim;31,0;sim;6,6;não;;;;não;;não;;;;;;;;;;;
15/11/2017;24,0;sim;27,5;sim;31,0;sim;3,1;não;;;;não;;não;;;;;;;;;;;
14/11/2017;12,0;sim;20,5;sim;29,0;sim;4,7;não;;;;não;;não;;;;;;;;;;;
13/11/2017;11,0;sim;21,5;sim;32,0;sim;5,1;não;;;;não;;não;;;;;;;;;;;
12/11/2017;11,0;sim;20,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
11/11/2017;11,0;sim;20,5;sim;30,0;sim;1,0;não;;;;não;;não;;;;;;;;;;;
10/11/2017;11,0;sim;21,0;sim;31,0;sim;8,4;não;;;;não;;não;;;;;;;;;;;
09/11/2017;23,0;sim;28,0;sim;33,0;sim;8,1;não;;;;não;;não;;;;;;;;;;;
08/11/2017;33,0;sim;35,5;sim;38,0;sim;9,1;não;;;;não;;não;;;;;;;;;;;
07/11/2017;11,0;sim;21,0;sim;31,0;sim;1,6;não;;;;não;;não;;;;;;;;;;;
06/11/2017;23,0;sim;28,0;sim;33,0;sim;0,7;não;;;;não;;não;;;;;;;;;;;
05/11/2017;11,0;sim;20,5;sim;30,0;sim;1,3;não;;;;não;;não;;;;;;;;;;;
04/11/2017;11,0;sim;21,5;sim;32,0;sim;8,8;não;;;;não;;não;;;;;;;;;;;
03/11/2017;23,0;sim;28,5;sim;34,0;sim;13,2;não;;;;não;;não;;;;;;;;;;;
02/11/2017;23,0;sim;27,5;sim;32,0;sim;12,5;não;;;;não;;não;;;;;;;;;;;
01/11/2017;22,0;sim;27,5;sim;33,0;sim;4,7;não;;;;não;;não;;;;;;;;;;;
31/10/2017;22,0;sim;28,0;sim;34,0;sim;1,1;não;;;;não;;não;;;;;;;;;;;
30/10/2017;10,0;sim;19,5;sim;29,0;sim;20,2;não;;;;não;;não;;;;;;;;;;;
29/10/2017;11,0;sim;22,5;sim;34,0;sim;0,7;não;;;;não;;não;;;;;;;;;;;
28/10/2017;23,0;sim;29,0;sim;35,0;sim;1,1;não;;;;não;;não;;;;;;;;;;;
27/10/2017;23,0;sim;29,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
26/10/2017;11,0;sim;22,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
25/10/2017;23,0;sim;27,0;sim;31,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
24/10/2017;12,0;sim;21,0;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
23/10/2017;11,0;sim;21,0;sim;31,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
22/10/2017;22,0;sim;28,5;sim;35,0;sim;0,6;não;;;;não;;não;;;;;;;;;;;
21/10/2017;23,0;sim;29,0;sim;35,0;sim;12,2;não;;;;não;;não;;;;;;;;;;;
20/10/2017;12,0;sim;23,5;sim;35,0;sim;5,0;não;;;;não;;não;;;;;;;;;;;
19/10/2017;12,0;sim;22,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
18/10/2017;22,0;sim;29,0;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
17/10/2017;21,0;sim;28,0;sim;35,0;sim;18,7;não;;;;não;;não;;;;;;;;;;;
16/10/2017;11,0;sim;23,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
15/10/2017;21,0;sim;27,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
14/10/2017;22,0;sim;26,5;sim;31,0;sim;17,0;não;;;;não;;não;;;;;;;;;;;
13/10/2017;23,0;sim;29,0;sim;35,0;sim;51,5;não;;;;não;;não;;;;;;;;;;;
12/10/2017;12,0;sim;21,0;sim;30,0;sim;6,1;não;;;;não;;não;;;;;;;;;;;
11/10/2017;11,0;sim;21,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
10/10/2017;11,0;sim;23,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
09/10/2017;21,0;sim;26,5;sim;32,0;sim;14,3;não;;;;não;;não;;;;;;;;;;;
08/10/2017;21,0;sim;28,5;sim;36,0;sim;3,1;não;;;;não;;não;;;;;;;;;;;
07/10/2017;11,0;sim;22,0;sim;33,0;sim;8,8;não;;;;não;;não;;;;;;;;;;;
06/10/2017;11,0;sim;23,5;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
05/10/2017;22,0;sim;29,0;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
04/10/2017;21,0;sim;28,0;sim;35,0;sim;4,1;não;;;;não;;não;;;;;;;;;;;
03/10/2017;10,0;sim;20,5;sim;31,0;sim;57,1;não;;;;não;;não;;;;;;;;;;;
02/10/2017;11,0;sim;23,0;sim;35,0;sim;0,6;não;;;;não;;não;;;;;;;;;;;
01/10/2017;12,0;sim;20,5;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
30/09/2017;11,0;sim;20,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
29/09/2017;11,0;sim;22,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
28/09/2017;11,0;sim;21,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
27/09/2017;11,0;sim;21,5;sim;32,0;sim;1,5;não;;;;não;;não;;;;;;;;;;;
26/09/2017;11,0;sim;18,5;sim;26,0;sim;1,7;não;;;;não;;não;;;;;;;;;;;
25/09/2017;22,0;sim;29,5;sim;37,0;sim;0,5;não;;;;não;;não;;;;;;;;;;;
24/09/2017;22,0;sim;28,5;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
23/09/2017;22,0;sim;29,5;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
22/09/2017;11,0;sim;23,0;sim;35,0;sim;2,2;não;;;;não;;não;;;;;;;;;;;
21/09/2017;19,0;sim;28,0;sim;37,0;sim;4,6;não;;;;não;;não;;;;;;;;;;;
20/09/2017;10,0;sim;20,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
19/09/2017;10,0;sim;23,5;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
18/09/2017;20,0;sim;28,5;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
17/09/2017;10,0;sim;21,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
16/09/2017;22,0;sim;29,0;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
15/09/2017;22,0;sim;29,5;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
14/09/2017;22,0;sim;29,5;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
13/09/2017;11,0;sim;23,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
12/09/2017;11,0;sim;21,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
11/09/2017;22,0;sim;29,0;sim;36,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
10/09/2017;11,0;sim;23,0;sim;35,0;sim;7,4;não;;;;não;;não;;;;;;;;;;;
09/09/2017;21,0;sim;29,0;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
08/09/2017;20,0;sim;29,0;sim;38,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
07/09/2017;10,0;sim;23,5;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
06/09/2017;20,0;sim;29,0;sim;38,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
05/09/2017;10,0;sim;23,5;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
04/09/2017;22,0;sim;30,0;sim;38,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
03/09/2017;11,0;sim;24,0;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
02/09/2017;22,0;sim;30,0;sim;38,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
01/09/2017;22,0;sim;30,0;sim;38,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
31/08/2017;21,0;sim;29,5;sim;38,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
30/08/2017;11,0;sim;24,0;sim;37,0;sim;6,2;não;;;;não;;não;;;;;;;;;;;
29/08/2017;20,0;sim;29,0;sim;38,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
28/08/2017;20,0;sim;29,0;sim;38,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
27/08/2017;10,0;sim;23,5;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
26/08/2017;11,0;sim;23,5;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
25/08/2017;10,0;sim;22,5;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
24/08/2017;11,0;sim;23,5;sim;36,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
23/08/2017;20,0;sim;26,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
22/08/2017;20,0;sim;28,5;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
21/08/2017;10,0;sim;21,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
20/08/2017;10,0;sim;21,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
19/08/2017;22,0;sim;29,0;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
18/08/2017;22,0;sim;29,0;sim;36,0;sim;60,9;não;;;;não;;não;;;;;;;;;;;
17/08/2017;22,0;sim;29,0;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
16/08/2017;11,0;sim;21,0;sim;31,0;sim;1,1;não;;;;não;;não;;;;;;;;;;;
15/08/2017;22,0;sim;29,0;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
14/08/2017;22,0;sim;28,5;sim;35,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
13/08/2017;11,0;sim;20,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
12/08/2017;11,0;sim;23,0;sim;35,0;sim;10,7;não;;;;não;;não;;;;;;;;;;;
11/08/2017;12,0;sim;23,5;sim;35,0;sim;29,4;não;;;;não;;não;;;;;;;;;;;
10/08/2017;10,0;sim;23,5;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
09/08/2017;19,0;sim;29,0;sim;39,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
08/08/2017;18,0;sim;28,0;sim;38,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
07/08/2017;10,0;sim;23,0;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
06/08/2017;16,0;sim;26,5;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
05/08/2017;17,0;sim;26,5;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
04/08/2017;17,0;sim;26,5;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
03/08/2017;11,0;sim;22,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
02/08/2017;17,0;sim;26,5;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
01/08/2017;16,0;sim;26,0;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
31/07/2017;8,0;sim;18,5;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
30/07/2017;15,0;sim;25,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
29/07/2017;15,0;sim;25,5;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
28/07/2017;15,0;sim;25,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
27/07/2017;7,0;sim;19,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
26/07/2017;9,0;sim;24,5;sim;40,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
25/07/2017;9,0;sim;22,5;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
24/07/2017;9,0;sim;20,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
23/07/2017;17,0;sim;26,5;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
22/07/2017;14,0;sim;24,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
21/07/2017;8,0;sim;19,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
20/07/2017;6,0;sim;19,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
19/07/2017;5,0;sim;15,0;sim;25,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
18/07/2017;14,0;sim;22,0;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
17/07/2017;18,0;sim;25,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
16/07/2017;17,0;sim;26,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
15/07/2017;10,0;sim;22,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
14/07/2017;9,0;sim;21,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
13/07/2017;8,0;sim;20,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
12/07/2017;8,0;sim;20,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
11/07/2017;16,0;sim;25,5;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
10/07/2017;16,0;sim;25,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
09/07/2017;9,0;sim;20,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
08/07/2017;8,0;sim;20,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
07/07/2017;10,0;sim;22,0;sim;34,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
06/07/2017;17,0;sim;25,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
05/07/2017;9,0;sim;21,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
04/07/2017;8,0;sim;20,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
03/07/2017;9,0;sim;21,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
02/07/2017;17,0;sim;25,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
01/07/2017;9,0;sim;21,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
30/06/2017;9,0;sim;21,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
29/06/2017;8,0;sim;18,5;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
28/06/2017;17,0;sim;25,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
27/06/2017;18,0;sim;26,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
26/06/2017;9,0;sim;21,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
25/06/2017;9,0;sim;21,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
24/06/2017;9,0;sim;21,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
23/06/2017;9,0;sim;18,5;sim;28,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
22/06/2017;9,0;sim;20,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
21/06/2017;15,0;sim;24,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
20/06/2017;7,0;sim;18,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
19/06/2017;19,0;sim;26,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
18/06/2017;10,0;sim;19,0;sim;28,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
17/06/2017;9,0;sim;21,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
16/06/2017;20,0;sim;27,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
15/06/2017;19,0;sim;27,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
14/06/2017;18,0;sim;26,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
13/06/2017;19,0;sim;26,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
12/06/2017;18,0;sim;24,0;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
11/06/2017;11,0;sim;21,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
10/06/2017;6,0;sim;18,0;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
09/06/2017;7,0;sim;20,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
08/06/2017;7,0;sim;20,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
07/06/2017;13,0;sim;21,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
06/06/2017;7,0;sim;17,5;sim;28,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
05/06/2017;8,0;sim;20,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
04/06/2017;7,0;sim;18,0;sim;29,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
03/06/2017;20,0;sim;25,0;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
02/06/2017;7,0;sim;16,5;sim;26,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
01/06/2017;6,0;sim;15,5;sim;25,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
31/05/2017;7,0;sim;18,0;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
30/05/2017;22,0;sim;26,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
29/05/2017;22,0;sim;27,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
28/05/2017;22,0;sim;28,0;sim;34,0;sim;0,4;não;;;;não;;não;;;;;;;;;;;
27/05/2017;8,0;sim;19,5;sim;31,0;sim;1,6;não;;;;não;;não;;;;;;;;;;;
26/05/2017;14,0;sim;23,5;sim;33,0;sim;0,8;não;;;;não;;não;;;;;;;;;;;
25/05/2017;7,0;sim;19,5;sim;32,0;sim;2,7;não;;;;não;;não;;;;;;;;;;;
24/05/2017;23,0;sim;28,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
23/05/2017;22,0;sim;28,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
22/05/2017;15,0;sim;24,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
21/05/2017;22,0;sim;27,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
20/05/2017;22,0;sim;27,5;sim;33,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
19/05/2017;8,0;sim;20,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
18/05/2017;15,0;sim;23,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
17/05/2017;22,0;sim;27,5;sim;33,0;sim;1,4;não;;;;não;;não;;;;;;;;;;;
16/05/2017;7,0;sim;18,5;sim;30,0;sim;17,1;não;;;;não;;não;;;;;;;;;;;
15/05/2017;22,0;sim;27,5;sim;33,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
14/05/2017;15,0;sim;24,0;sim;33,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
13/05/2017;8,0;sim;20,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
12/05/2017;7,0;sim;20,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
11/05/2017;7,0;sim;18,0;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
10/05/2017;15,0;sim;22,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
09/05/2017;7,0;sim;18,0;sim;29,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
08/05/2017;22,0;sim;28,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
07/05/2017;22,0;sim;28,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
06/05/2017;14,0;sim;23,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
05/05/2017;22,0;sim;27,5;sim;33,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
04/05/2017;7,0;sim;18,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
03/05/2017;7,0;sim;19,5;sim;32,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
02/05/2017;14,0;sim;22,0;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
01/05/2017;22,0;sim;27,0;sim;32,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
30/04/2017;21,0;sim;26,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
29/04/2017;22,0;sim;27,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
28/04/2017;20,0;sim;25,5;sim;31,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
27/04/2017;22,0;sim;27,0;sim;32,0;sim;13,2;não;;;;não;;não;;;;;;;;;;;
26/04/2017;23,0;sim;28,5;sim;34,0;sim;0,9;não;;;;não;;não;;;;;;;;;;;
25/04/2017;7,0;sim;20,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
24/04/2017;22,0;sim;27,5;sim;33,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
23/04/2017;23,0;sim;27,5;sim;32,0;sim;1,2;não;;;;não;;não;;;;;;;;;;;
22/04/2017;23,0;sim;27,5;sim;32,0;sim;5,5;não;;;;não;;não;;;;;;;;;;;
21/04/2017;7,0;sim;17,5;sim;28,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
20/04/2017;22,0;sim;26,5;sim;31,0;sim;2,3;não;;;;não;;não;;;;;;;;;;;
19/04/2017;15,0;sim;23,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
18/04/2017;23,0;sim;28,0;sim;33,0;sim;49,1;não;;;;não;;não;;;;;;;;;;;
17/04/2017;23,0;sim;29,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
16/04/2017;22,0;sim;28,0;sim;34,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
15/04/2017;22,0;sim;28,0;sim;34,0;sim;0,4;não;;;;não;;não;;;;;;;;;;;
14/04/2017;22,0;sim;28,0;sim;34,0;sim;2,8;não;;;;não;;não;;;;;;;;;;;
13/04/2017;22,0;sim;27,0;sim;32,0;sim;2,2;não;;;;não;;não;;;;;;;;;;;
12/04/2017;23,0;sim;28,5;sim;34,0;sim;0,4;não;;;;não;;não;;;;;;;;;;;
11/04/2017;7,0;sim;17,0;sim;27,0;sim;4,3;não;;;;não;;não;;;;;;;;;;;
10/04/2017;23,0;sim;28,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
09/04/2017;15,0;sim;23,0;sim;31,0;sim;0,8;não;;;;não;;não;;;;;;;;;;;
08/04/2017;8,0;sim;17,0;sim;26,0;sim;2,7;não;;;;não;;não;;;;;;;;;;;
07/04/2017;23,0;sim;27,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
06/04/2017;23,0;sim;27,5;sim;32,0;sim;14,8;não;;;;não;;não;;;;;;;;;;;
05/04/2017;23,0;sim;27,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
04/04/2017;8,0;sim;18,0;sim;28,0;sim;1,9;não;;;;não;;não;;;;;;;;;;;
03/04/2017;23,0;sim;28,0;sim;33,0;sim;1,2;não;;;;não;;não;;;;;;;;;;;
02/04/2017;23,0;sim;28,0;sim;33,0;sim;10,1;não;;;;não;;não;;;;;;;;;;;
01/04/2017;23,0;sim;28,5;sim;34,0;sim;1,1;não;;;;não;;não;;;;;;;;;;;
31/03/2017;8,0;sim;20,0;sim;32,0;sim;10,9;não;;;;não;;não;;;;;;;;;;;
30/03/2017;24,0;sim;28,5;sim;33,0;sim;0,8;não;;;;não;;não;;;;;;;;;;;
29/03/2017;24,0;sim;29,0;sim;34,0;sim;4,6;não;;;;não;;não;;;;;;;;;;;
28/03/2017;23,0;sim;27,5;sim;32,0;sim;8,9;não;;;;não;;não;;;;;;;;;;;
27/03/2017;22,0;sim;28,0;sim;34,0;sim;0,5;não;;;;não;;não;;;;;;;;;;;
26/03/2017;15,0;sim;22,0;sim;29,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
25/03/2017;7,0;sim;18,5;sim;30,0;sim;3,2;não;;;;não;;não;;;;;;;;;;;
24/03/2017;23,0;sim;28,5;sim;34,0;sim;5,0;não;;;;não;;não;;;;;;;;;;;
23/03/2017;23,0;sim;28,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
22/03/2017;23,0;sim;27,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
21/03/2017;23,0;sim;27,5;sim;32,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
20/03/2017;22,0;sim;26,0;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
19/03/2017;7,0;sim;18,5;sim;30,0;sim;14,2;não;;;;não;;não;;;;;;;;;;;
18/03/2017;7,0;sim;17,5;sim;28,0;sim;6,4;não;;;;não;;não;;;;;;;;;;;
17/03/2017;7,0;sim;17,0;sim;27,0;sim;59,2;não;;;;não;;não;;;;;;;;;;;
16/03/2017;15,0;sim;23,5;sim;32,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
15/03/2017;22,0;sim;27,5;sim;33,0;sim;1,5;não;;;;não;;não;;;;;;;;;;;
14/03/2017;22,0;sim;27,0;sim;32,0;sim;1,8;não;;;;não;;não;;;;;;;;;;;
13/03/2017;7,0;sim;16,5;sim;26,0;sim;0,8;não;;;;não;;não;;;;;;;;;;;
