estacao=TRMM.4762 (9005761)
municipio=Espigão D`Oeste (1100098)
latitude=-11,0
longitude=-61,0
altitude=204,0m 

* variaveis calculadas pelo sistema 

data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
10/08/2018;22,0;sim;26,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
09/08/2018;24,0;sim;28,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
08/08/2018;21,0;sim;28,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
07/08/2018;21,0;sim;26,0;sim;31,0;sim;0,08;não;;;;não;;não;;;;;;;;;;;
06/08/2018;16,0;sim;23,0;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
05/08/2018;23,0;sim;26,0;sim;29,0;sim;1,28;não;;;;não;;não;;;;;;;;;;;
04/08/2018;22,0;sim;28,0;sim;34,0;sim;0,98;não;;;;não;;não;;;;;;;;;;;
03/08/2018;22,0;sim;28,5;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
02/08/2018;22,0;sim;27,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
01/08/2018;23,0;sim;29,5;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
31/07/2018;25,0;sim;30,5;sim;36,0;sim;1,58;não;;;;não;;não;;;;;;;;;;;
30/07/2018;23,0;sim;27,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
29/07/2018;19,0;sim;25,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
28/07/2018;19,0;sim;27,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
27/07/2018;18,0;sim;25,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
26/07/2018;21,0;sim;26,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
25/07/2018;21,0;sim;26,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
24/07/2018;22,0;sim;27,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
23/07/2018;18,0;sim;27,0;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
22/07/2018;21,0;sim;26,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
21/07/2018;21,0;sim;27,5;sim;34,0;sim;0,78;não;;;;não;;não;;;;;;;;;;;
20/07/2018;23,0;sim;29,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
19/07/2018;20,0;sim;28,0;sim;36,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
18/07/2018;22,0;sim;28,5;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
17/07/2018;22,0;sim;28,5;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
16/07/2018;24,0;sim;28,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
15/07/2018;21,0;sim;27,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
14/07/2018;20,0;sim;27,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
13/07/2018;20,0;sim;26,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
12/07/2018;17,0;sim;25,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
11/07/2018;14,0;sim;19,5;sim;25,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
10/07/2018;16,0;sim;20,5;sim;25,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
09/07/2018;20,0;sim;25,0;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
08/07/2018;23,0;sim;30,0;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
07/07/2018;18,0;sim;26,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
06/07/2018;19,0;sim;27,0;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
05/07/2018;19,0;sim;26,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
04/07/2018;19,0;sim;26,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
03/07/2018;20,0;sim;27,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
02/07/2018;20,0;sim;25,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
01/07/2018;19,0;sim;26,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
30/06/2018;18,0;sim;25,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
29/06/2018;19,0;sim;26,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
28/06/2018;18,0;sim;26,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
27/06/2018;22,0;sim;28,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
26/06/2018;22,0;sim;28,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
25/06/2018;21,0;sim;27,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
24/06/2018;20,0;sim;26,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
23/06/2018;20,0;sim;26,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
22/06/2018;20,0;sim;25,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
21/06/2018;20,0;sim;25,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
20/06/2018;18,0;sim;24,0;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
19/06/2018;16,0;sim;24,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
18/06/2018;17,0;sim;24,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
17/06/2018;17,0;sim;23,0;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
16/06/2018;18,0;sim;22,0;sim;26,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
15/06/2018;19,0;sim;25,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
14/06/2018;20,0;sim;25,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
13/06/2018;23,0;sim;26,0;sim;29,0;sim;0,13;não;;;;não;;não;;;;;;;;;;;
12/06/2018;23,0;sim;27,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
11/06/2018;21,0;sim;27,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
10/06/2018;21,0;sim;25,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
09/06/2018;20,0;sim;25,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
08/06/2018;19,0;sim;25,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
07/06/2018;18,0;sim;23,0;sim;28,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
06/06/2018;18,0;sim;24,0;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
05/06/2018;17,0;sim;23,0;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
04/06/2018;18,0;sim;21,0;sim;24,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
03/06/2018;19,0;sim;24,0;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
02/06/2018;23,0;sim;26,5;sim;30,0;sim;1,5;não;;;;não;;não;;;;;;;;;;;
01/06/2018;23,0;sim;27,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
31/05/2018;22,0;sim;27,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
30/05/2018;24,0;sim;25,5;sim;27,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
29/05/2018;20,0;sim;26,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
28/05/2018;20,0;sim;26,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
27/05/2018;21,0;sim;27,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
26/05/2018;22,0;sim;27,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
25/05/2018;21,0;sim;27,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
24/05/2018;20,0;sim;26,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
23/05/2018;20,0;sim;25,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
22/05/2018;20,0;sim;25,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
21/05/2018;19,0;sim;24,0;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
20/05/2018;19,0;sim;21,0;sim;23,0;sim;1,58;não;;;;não;;não;;;;;;;;;;;
19/05/2018;22,0;sim;24,5;sim;27,0;sim;8,48;não;;;;não;;não;;;;;;;;;;;
18/05/2018;23,0;sim;27,0;sim;31,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
17/05/2018;23,0;sim;26,5;sim;30,0;sim;0,03;não;;;;não;;não;;;;;;;;;;;
16/05/2018;23,0;sim;26,5;sim;30,0;sim;1,93;não;;;;não;;não;;;;;;;;;;;
15/05/2018;23,0;sim;26,0;sim;29,0;sim;0,85;não;;;;não;;não;;;;;;;;;;;
14/05/2018;22,0;sim;27,5;sim;33,0;sim;1,33;não;;;;não;;não;;;;;;;;;;;
13/05/2018;22,0;sim;27,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
12/05/2018;23,0;sim;27,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
11/05/2018;23,0;sim;28,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
10/05/2018;23,0;sim;28,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
09/05/2018;22,0;sim;28,0;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
08/05/2018;22,0;sim;27,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
07/05/2018;23,0;sim;27,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
06/05/2018;22,0;sim;27,5;sim;33,0;sim;1,45;não;;;;não;;não;;;;;;;;;;;
05/05/2018;23,0;sim;28,0;sim;33,0;sim;10,0;não;;;;não;;não;;;;;;;;;;;
04/05/2018;23,0;sim;27,5;sim;32,0;sim;3,2;não;;;;não;;não;;;;;;;;;;;
03/05/2018;22,0;sim;27,0;sim;32,0;sim;2,8;não;;;;não;;não;;;;;;;;;;;
02/05/2018;23,0;sim;28,0;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
01/05/2018;22,0;sim;27,5;sim;33,0;sim;0,9;não;;;;não;;não;;;;;;;;;;;
30/04/2018;23,0;sim;27,5;sim;32,0;sim;0,53;não;;;;não;;não;;;;;;;;;;;
29/04/2018;22,0;sim;27,5;sim;33,0;sim;1,58;não;;;;não;;não;;;;;;;;;;;
28/04/2018;22,0;sim;27,5;sim;33,0;sim;0,13;não;;;;não;;não;;;;;;;;;;;
27/04/2018;22,0;sim;28,0;sim;34,0;sim;0,05;não;;;;não;;não;;;;;;;;;;;
26/04/2018;22,0;sim;27,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
25/04/2018;23,0;sim;27,5;sim;32,0;sim;9,98;não;;;;não;;não;;;;;;;;;;;
24/04/2018;23,0;sim;28,0;sim;33,0;sim;2,63;não;;;;não;;não;;;;;;;;;;;
23/04/2018;22,0;sim;27,0;sim;32,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
22/04/2018;22,0;sim;27,5;sim;33,0;sim;0,43;não;;;;não;;não;;;;;;;;;;;
21/04/2018;22,0;sim;27,0;sim;32,0;sim;0,13;não;;;;não;;não;;;;;;;;;;;
20/04/2018;22,0;sim;27,0;sim;32,0;sim;3,88;não;;;;não;;não;;;;;;;;;;;
19/04/2018;22,0;sim;26,5;sim;31,0;sim;0,65;não;;;;não;;não;;;;;;;;;;;
18/04/2018;21,0;sim;25,5;sim;30,0;sim;3,68;não;;;;não;;não;;;;;;;;;;;
17/04/2018;21,0;sim;26,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
16/04/2018;21,0;sim;25,0;sim;29,0;sim;0,68;não;;;;não;;não;;;;;;;;;;;
15/04/2018;21,0;sim;25,5;sim;30,0;sim;7,4;não;;;;não;;não;;;;;;;;;;;
14/04/2018;22,0;sim;26,5;sim;31,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
13/04/2018;23,0;sim;26,0;sim;29,0;sim;10,05;não;;;;não;;não;;;;;;;;;;;
12/04/2018;23,0;sim;26,0;sim;29,0;sim;5,48;não;;;;não;;não;;;;;;;;;;;
11/04/2018;22,0;sim;26,5;sim;31,0;sim;0,88;não;;;;não;;não;;;;;;;;;;;
10/04/2018;24,0;sim;26,5;sim;29,0;sim;53,98;não;;;;não;;não;;;;;;;;;;;
09/04/2018;23,0;sim;27,0;sim;31,0;sim;2,5;não;;;;não;;não;;;;;;;;;;;
08/04/2018;24,0;sim;27,0;sim;30,0;sim;14,9;não;;;;não;;não;;;;;;;;;;;
07/04/2018;23,0;sim;28,0;sim;33,0;sim;0,08;não;;;;não;;não;;;;;;;;;;;
06/04/2018;23,0;sim;26,5;sim;30,0;sim;9,15;não;;;;não;;não;;;;;;;;;;;
05/04/2018;23,0;sim;27,5;sim;32,0;sim;0,38;não;;;;não;;não;;;;;;;;;;;
04/04/2018;24,0;sim;27,0;sim;30,0;sim;14,08;não;;;;não;;não;;;;;;;;;;;
03/04/2018;23,0;sim;27,0;sim;31,0;sim;0,35;não;;;;não;;não;;;;;;;;;;;
02/04/2018;23,0;sim;27,0;sim;31,0;sim;4,13;não;;;;não;;não;;;;;;;;;;;
01/04/2018;23,0;sim;26,5;sim;30,0;sim;9,25;não;;;;não;;não;;;;;;;;;;;
31/03/2018;22,0;sim;25,5;sim;29,0;sim;49,78;não;;;;não;;não;;;;;;;;;;;
30/03/2018;23,0;sim;27,0;sim;31,0;sim;1,58;não;;;;não;;não;;;;;;;;;;;
29/03/2018;23,0;sim;27,5;sim;32,0;sim;2,05;não;;;;não;;não;;;;;;;;;;;
28/03/2018;22,0;sim;27,0;sim;32,0;sim;2,85;não;;;;não;;não;;;;;;;;;;;
27/03/2018;22,0;sim;25,5;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
26/03/2018;21,0;sim;24,0;sim;27,0;sim;7,4;não;;;;não;;não;;;;;;;;;;;
25/03/2018;23,0;sim;26,0;sim;29,0;sim;6,03;não;;;;não;;não;;;;;;;;;;;
24/03/2018;24,0;sim;27,0;sim;30,0;sim;37,55;não;;;;não;;não;;;;;;;;;;;
23/03/2018;23,0;sim;28,0;sim;33,0;sim;1,13;não;;;;não;;não;;;;;;;;;;;
22/03/2018;23,0;sim;27,0;sim;31,0;sim;3,58;não;;;;não;;não;;;;;;;;;;;
21/03/2018;23,0;sim;27,5;sim;32,0;sim;2,48;não;;;;não;;não;;;;;;;;;;;
20/03/2018;23,0;sim;28,0;sim;33,0;sim;1,28;não;;;;não;;não;;;;;;;;;;;
19/03/2018;23,0;sim;26,5;sim;30,0;sim;15,48;não;;;;não;;não;;;;;;;;;;;
18/03/2018;23,0;sim;26,5;sim;30,0;sim;1,78;não;;;;não;;não;;;;;;;;;;;
17/03/2018;23,0;sim;26,5;sim;30,0;sim;2,85;não;;;;não;;não;;;;;;;;;;;
16/03/2018;24,0;sim;26,0;sim;28,0;sim;1,73;não;;;;não;;não;;;;;;;;;;;
15/03/2018;23,0;sim;27,0;sim;31,0;sim;0,68;não;;;;não;;não;;;;;;;;;;;
14/03/2018;24,0;sim;26,5;sim;29,0;sim;1,63;não;;;;não;;não;;;;;;;;;;;
13/03/2018;23,0;sim;26,5;sim;30,0;sim;41,35;não;;;;não;;não;;;;;;;;;;;
12/03/2018;24,0;sim;27,5;sim;31,0;sim;22,4;não;;;;não;;não;;;;;;;;;;;
11/03/2018;24,0;sim;28,0;sim;32,0;sim;2,88;não;;;;não;;não;;;;;;;;;;;
10/03/2018;24,0;sim;27,0;sim;30,0;sim;1,03;não;;;;não;;não;;;;;;;;;;;
09/03/2018;24,0;sim;28,0;sim;32,0;sim;5,3;não;;;;não;;não;;;;;;;;;;;
08/03/2018;24,0;sim;28,0;sim;32,0;sim;1,15;não;;;;não;;não;;;;;;;;;;;
07/03/2018;11,0;sim;20,0;sim;29,0;sim;66,08;não;;;;não;;não;;;;;;;;;;;
06/03/2018;24,0;sim;29,5;sim;35,0;sim;6,88;não;;;;não;;não;;;;;;;;;;;
05/03/2018;12,0;sim;23,5;sim;35,0;sim;5,78;não;;;;não;;não;;;;;;;;;;;
04/03/2018;11,0;sim;22,0;sim;33,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
03/03/2018;11,0;sim;21,0;sim;31,0;sim;11,73;não;;;;não;;não;;;;;;;;;;;
02/03/2018;12,0;sim;22,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
01/03/2018;12,0;sim;23,0;sim;34,0;sim;2,38;não;;;;não;;não;;;;;;;;;;;
28/02/2018;11,0;sim;21,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
27/02/2018;12,0;sim;21,0;sim;30,0;sim;0,4;não;;;;não;;não;;;;;;;;;;;
26/02/2018;11,0;sim;19,0;sim;27,0;sim;1,68;não;;;;não;;não;;;;;;;;;;;
25/02/2018;11,0;sim;18,5;sim;26,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
24/02/2018;23,0;sim;25,5;sim;28,0;sim;1,43;não;;;;não;;não;;;;;;;;;;;
23/02/2018;11,0;sim;19,5;sim;28,0;sim;1,73;não;;;;não;;não;;;;;;;;;;;
22/02/2018;23,0;sim;26,5;sim;30,0;sim;13,95;não;;;;não;;não;;;;;;;;;;;
21/02/2018;23,0;sim;26,5;sim;30,0;sim;5,23;não;;;;não;;não;;;;;;;;;;;
20/02/2018;23,0;sim;26,5;sim;30,0;sim;1,25;não;;;;não;;não;;;;;;;;;;;
19/02/2018;12,0;sim;20,5;sim;29,0;sim;55,35;não;;;;não;;não;;;;;;;;;;;
18/02/2018;11,0;sim;20,5;sim;30,0;sim;3,28;não;;;;não;;não;;;;;;;;;;;
17/02/2018;22,0;sim;26,0;sim;30,0;sim;1,18;não;;;;não;;não;;;;;;;;;;;
16/02/2018;22,0;sim;26,0;sim;30,0;sim;6,8;não;;;;não;;não;;;;;;;;;;;
15/02/2018;22,0;sim;27,0;sim;32,0;sim;1,48;não;;;;não;;não;;;;;;;;;;;
14/02/2018;23,0;sim;27,0;sim;31,0;sim;0,4;não;;;;não;;não;;;;;;;;;;;
13/02/2018;11,0;sim;13,0;sim;15,0;sim;58,1;não;;;;não;;não;;;;;;;;;;;
12/02/2018;12,0;sim;19,5;sim;27,0;sim;4,23;não;;;;não;;não;;;;;;;;;;;
11/02/2018;11,0;sim;20,0;sim;29,0;sim;0,98;não;;;;não;;não;;;;;;;;;;;
10/02/2018;11,0;sim;18,5;sim;26,0;sim;38,1;não;;;;não;;não;;;;;;;;;;;
09/02/2018;12,0;sim;21,5;sim;31,0;sim;0,8;não;;;;não;;não;;;;;;;;;;;
08/02/2018;24,0;sim;28,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
07/02/2018;23,0;sim;26,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
06/02/2018;12,0;sim;20,0;sim;28,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
05/02/2018;12,0;sim;20,5;sim;29,0;sim;0,08;não;;;;não;;não;;;;;;;;;;;
04/02/2018;24,0;sim;25,0;sim;26,0;sim;11,53;não;;;;não;;não;;;;;;;;;;;
03/02/2018;12,0;sim;21,0;sim;30,0;sim;2,93;não;;;;não;;não;;;;;;;;;;;
02/02/2018;12,0;sim;20,5;sim;29,0;sim;4,25;não;;;;não;;não;;;;;;;;;;;
01/02/2018;12,0;sim;21,0;sim;30,0;sim;18,43;não;;;;não;;não;;;;;;;;;;;
31/01/2018;12,0;sim;22,0;sim;32,0;sim;5,08;não;;;;não;;não;;;;;;;;;;;
30/01/2018;12,0;sim;21,0;sim;30,0;sim;2,43;não;;;;não;;não;;;;;;;;;;;
29/01/2018;22,0;sim;25,5;sim;29,0;sim;28,5;não;;;;não;;não;;;;;;;;;;;
28/01/2018;24,0;sim;27,0;sim;30,0;sim;6,98;não;;;;não;;não;;;;;;;;;;;
27/01/2018;23,0;sim;27,5;sim;32,0;sim;1,9;não;;;;não;;não;;;;;;;;;;;
26/01/2018;11,0;sim;19,5;sim;28,0;sim;6,03;não;;;;não;;não;;;;;;;;;;;
25/01/2018;11,0;sim;19,5;sim;28,0;sim;9,63;não;;;;não;;não;;;;;;;;;;;
24/01/2018;12,0;sim;22,5;sim;33,0;sim;0,13;não;;;;não;;não;;;;;;;;;;;
23/01/2018;12,0;sim;20,5;sim;29,0;sim;3,1;não;;;;não;;não;;;;;;;;;;;
22/01/2018;11,0;sim;21,5;sim;32,0;sim;5,8;não;;;;não;;não;;;;;;;;;;;
21/01/2018;21,0;sim;27,5;sim;34,0;sim;0,05;não;;;;não;;não;;;;;;;;;;;
20/01/2018;10,0;sim;21,5;sim;33,0;sim;0,4;não;;;;não;;não;;;;;;;;;;;
19/01/2018;11,0;sim;20,5;sim;30,0;sim;5,25;não;;;;não;;não;;;;;;;;;;;
18/01/2018;11,0;sim;21,5;sim;32,0;sim;0,95;não;;;;não;;não;;;;;;;;;;;
17/01/2018;11,0;sim;19,0;sim;27,0;sim;21,55;não;;;;não;;não;;;;;;;;;;;
16/01/2018;11,0;sim;19,5;sim;28,0;sim;0,15;não;;;;não;;não;;;;;;;;;;;
15/01/2018;11,0;sim;19,0;sim;27,0;sim;3,13;não;;;;não;;não;;;;;;;;;;;
14/01/2018;11,0;sim;20,5;sim;30,0;sim;3,9;não;;;;não;;não;;;;;;;;;;;
13/01/2018;23,0;sim;25,5;sim;28,0;sim;3,73;não;;;;não;;não;;;;;;;;;;;
12/01/2018;11,0;sim;19,0;sim;27,0;sim;2,9;não;;;;não;;não;;;;;;;;;;;
11/01/2018;11,0;sim;20,5;sim;30,0;sim;12,73;não;;;;não;;não;;;;;;;;;;;
10/01/2018;11,0;sim;19,5;sim;28,0;sim;5,53;não;;;;não;;não;;;;;;;;;;;
09/01/2018;11,0;sim;17,0;sim;23,0;sim;1,08;não;;;;não;;não;;;;;;;;;;;
08/01/2018;22,0;sim;25,5;sim;29,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
07/01/2018;22,0;sim;26,0;sim;30,0;sim;20,05;não;;;;não;;não;;;;;;;;;;;
06/01/2018;23,0;sim;27,5;sim;32,0;sim;9,25;não;;;;não;;não;;;;;;;;;;;
05/01/2018;11,0;sim;20,5;sim;30,0;sim;0,13;não;;;;não;;não;;;;;;;;;;;
04/01/2018;11,0;sim;20,0;sim;29,0;sim;0,55;não;;;;não;;não;;;;;;;;;;;
03/01/2018;22,0;sim;27,0;sim;32,0;sim;3,28;não;;;;não;;não;;;;;;;;;;;
02/01/2018;23,0;sim;29,0;sim;35,0;sim;0,98;não;;;;não;;não;;;;;;;;;;;
01/01/2018;22,0;sim;28,0;sim;34,0;sim;10,58;não;;;;não;;não;;;;;;;;;;;
31/12/2017;23,0;sim;28,5;sim;34,0;sim;0,13;não;;;;não;;não;;;;;;;;;;;
30/12/2017;11,0;sim;21,5;sim;32,0;sim;13,95;não;;;;não;;não;;;;;;;;;;;
29/12/2017;11,0;sim;21,5;sim;32,0;sim;4,55;não;;;;não;;não;;;;;;;;;;;
28/12/2017;22,0;sim;27,0;sim;32,0;sim;5,7;não;;;;não;;não;;;;;;;;;;;
27/12/2017;22,0;sim;24,0;sim;26,0;sim;0,95;não;;;;não;;não;;;;;;;;;;;
26/12/2017;23,0;sim;27,0;sim;31,0;sim;0,98;não;;;;não;;não;;;;;;;;;;;
25/12/2017;11,0;sim;19,5;sim;28,0;sim;27,3;não;;;;não;;não;;;;;;;;;;;
24/12/2017;11,0;sim;20,5;sim;30,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
23/12/2017;11,0;sim;20,0;sim;29,0;sim;8,28;não;;;;não;;não;;;;;;;;;;;
22/12/2017;11,0;sim;21,5;sim;32,0;sim;8,2;não;;;;não;;não;;;;;;;;;;;
21/12/2017;11,0;sim;21,0;sim;31,0;sim;0,53;não;;;;não;;não;;;;;;;;;;;
20/12/2017;23,0;sim;25,5;sim;28,0;sim;1,88;não;;;;não;;não;;;;;;;;;;;
19/12/2017;22,0;sim;26,0;sim;30,0;sim;2,0;não;;;;não;;não;;;;;;;;;;;
18/12/2017;11,0;sim;18,0;sim;25,0;sim;19,5;não;;;;não;;não;;;;;;;;;;;
17/12/2017;23,0;sim;27,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
16/12/2017;23,0;sim;25,5;sim;28,0;sim;3,33;não;;;;não;;não;;;;;;;;;;;
15/12/2017;11,0;sim;20,0;sim;29,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
14/12/2017;11,0;sim;19,0;sim;27,0;sim;14,53;não;;;;não;;não;;;;;;;;;;;
13/12/2017;11,0;sim;18,5;sim;26,0;sim;0,13;não;;;;não;;não;;;;;;;;;;;
12/12/2017;11,0;sim;20,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
11/12/2017;11,0;sim;18,5;sim;26,0;sim;53,58;não;;;;não;;não;;;;;;;;;;;
10/12/2017;11,0;sim;19,5;sim;28,0;sim;16,3;não;;;;não;;não;;;;;;;;;;;
09/12/2017;24,0;sim;29,0;sim;34,0;sim;2,5;não;;;;não;;não;;;;;;;;;;;
08/12/2017;12,0;sim;21,0;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
07/12/2017;11,0;sim;20,0;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
06/12/2017;12,0;sim;20,5;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
05/12/2017;11,0;sim;20,0;sim;29,0;sim;35,53;não;;;;não;;não;;;;;;;;;;;
04/12/2017;11,0;sim;22,5;sim;34,0;sim;15,03;não;;;;não;;não;;;;;;;;;;;
03/12/2017;12,0;sim;20,5;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
02/12/2017;23,0;sim;26,5;sim;30,0;sim;18,08;não;;;;não;;não;;;;;;;;;;;
01/12/2017;12,0;sim;20,0;sim;28,0;sim;3,33;não;;;;não;;não;;;;;;;;;;;
30/11/2017;12,0;sim;20,0;sim;28,0;sim;1,48;não;;;;não;;não;;;;;;;;;;;
29/11/2017;11,0;sim;21,5;sim;32,0;sim;0,7;não;;;;não;;não;;;;;;;;;;;
28/11/2017;12,0;sim;20,0;sim;28,0;sim;15,4;não;;;;não;;não;;;;;;;;;;;
27/11/2017;11,0;sim;21,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
26/11/2017;11,0;sim;19,0;sim;27,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
